videoID,start,end,Category,transcript,transcript-llm-output,match
QOPFqlFsLMw,4:27,4:36,empathetic,you're anxious to see this completed i know this isn't the same as having a perfect photo shoot initially but i hope it shows you how sorry we are,empathetic,hit
QOPFqlFsLMw,5:53,6:02,empathetic,empathy is as a mother of a child with food allergies i certainly understand your need to know all of the ingredients in your yogurt now i wrote this for a food,empathetic,hit
bFQ8L0q8Np0,0:06,0:08,empathetic,I having a good day huh yeah you know,neutral,near-miss
bFQ8L0q8Np0,0:28,0:32,empathetic,so you were feeling really excited about it and now you're having second thoughts,neutral,near-miss
bFQ8L0q8Np0,0:40,0:43,empathetic,most but this is just ridiculous so you're not used to having negotiations dragged on like this yeah yeah,neutral,near-miss
bFQ8L0q8Np0,1:25,1:28,empathetic,develop more leads in the area well it sounds like you're feeling ready to move on yeah yeah I think I am hey thanks,empathetic,hit
X3-hUqGVBow,0:04,0:16,empathetic,hey honey hey you want a how are you I'm good you know it's good to be sitting here with you and like just chatting I mean cuz I it's kind of like it's energizes me and I really appreciate um like I enjoy talking with you is kind of like a break from all the craziness yeah,empathetic,hit
X3-hUqGVBow,0:19,0:38,empathetic,thank you so much for taking the time to talk with me um I wanted to get together with you because like I'm just kind of in this I'm in this tough place you know academically I'm doing well except for one class and that's my chemistry class okay I'm really struggling like I failed my midterm I'm just not enjoying it and I'm,neutral,near-miss
X3-hUqGVBow,1:00,1:09,empathetic,really scared yeah to do yeah that's real like the first thing I wanna do is like affirm debt because I feel like there's so many students who come in like in as top students but then in college like everybody smart everyone's a top student and so it's like hard to so like come in and face that so that's like I completely like what you're going through is not you're not alone in that and with with the parent thing I feel like that's another big thing you know coming in and like not enjoying a major that maybe you're doing because your parents pushed you to I've also like that's also something that commonly happens um so there's one affirm you experience it like it's you're not alone in it and it's real thank you I feel so,empathetic,hit
X3-hUqGVBow,1:09,1:18,empathetic,really scared yeah to do yeah that's real like the first thing I wanna do is like affirm debt because I feel like there's so many students who come in like in as top students but then in college like everybody smart everyone's a top student and so it's like hard to so like come in and face that so that's like I completely like what you're going through is not you're not alone in that and with with the parent thing I feel like that's another big thing you know coming in and like not enjoying a major that maybe you're doing because your parents pushed you to I've also like that's also something that commonly happens um so there's one affirm you experience it like it's you're not alone in it and it's real thank you I feel so,empathetic,hit
X3-hUqGVBow,1:18,1:23,empathetic,really scared yeah to do yeah that's real like the first thing I wanna do is like affirm debt because I feel like there's so many students who come in like in as top students but then in college like everybody smart everyone's a top student and so it's like hard to so like come in and face that so that's like I completely like what you're going through is not you're not alone in that and with with the parent thing I feel like that's another big thing you know coming in and like not enjoying a major that maybe you're doing because your parents pushed you to I've also like that's also something that commonly happens um so there's one affirm you experience it like it's you're not alone in it and it's real thank you I feel so,empathetic,hit
X3-hUqGVBow,1:23,1:29,empathetic,really scared yeah to do yeah that's real like the first thing I wanna do is like affirm debt because I feel like there's so many students who come in like in as top students but then in college like everybody smart everyone's a top student and so it's like hard to so like come in and face that so that's like I completely like what you're going through is not you're not alone in that and with with the parent thing I feel like that's another big thing you know coming in and like not enjoying a major that maybe you're doing because your parents pushed you to I've also like that's also something that commonly happens um so there's one affirm you experience it like it's you're not alone in it and it's real thank you I feel so,empathetic,hit
X3-hUqGVBow,1:29,1:36,empathetic,really scared yeah to do yeah that's real like the first thing I wanna do is like affirm debt because I feel like there's so many students who come in like in as top students but then in college like everybody smart everyone's a top student and so it's like hard to so like come in and face that so that's like I completely like what you're going through is not you're not alone in that and with with the parent thing I feel like that's another big thing you know coming in and like not enjoying a major that maybe you're doing because your parents pushed you to I've also like that's also something that commonly happens um so there's one affirm you experience it like it's you're not alone in it and it's real thank you I feel so,empathetic,hit
X3-hUqGVBow,1:45,1:49,empathetic,yeah well have you talked to an academic adviser you know I haven't like what are,neutral,near-miss
X3-hUqGVBow,1:58,2:21,empathetic,they do yeah so like the Afghan advisor kid like advised you like what to do moving forward you know especially if you're enjoying like maybe a different class you know if you're enjoying a different class and you can talk to them about like the major options for that course or you can talking to them a lot different pathways for the medical field and if you want to try different things out okay yeah and so that's for an option okay if you can do yeah that's such a good idea because you know,neutral,near-miss
X3-hUqGVBow,3:28,3:30,empathetic,disappoint them you know yeah that's real that's real yeah is there anyone,neutral,near-miss
X3-hUqGVBow,3:39,3:54,empathetic,and merge and not only will they be like she'll be able to help you out with a few things with like academic stuff but also like maybe that conversation with your parents you can facilitate um you know just coming in as like a third party someone who you know is invested in you and in cares in the same way you know that your parents do so yeah that's an option and if I can give you her,empathetic,hit
7PV9Yp34awQ,1:19,1:22,empathetic,lot of tension couldn't tell me more about that I just feel like nothing I do is good this therapy session will demonstrate the theory and technique of the Rogerian person-centered therapist while watching the roleplay pay attention to the instances in which the therapist uses the following person-centered strategies congruence genuineness empathy and unconditional positive regard also notice how the therapist creates the environment in a way which exemplifies the core themes of person-centered therapy like trust in the client's ability to move forward in a constructive manner the emphasis on the therapist client relationship the non-directive nature of the dialogue and the strive for self-actualization let us go now to the role play our clients Victoria is a 16 year old female referred to therapy by her mother when making the initial appointment Victoria's mother stated that Victoria's grades are slipping and that Victoria is not taking her future seriously like she should be what you will see today is Victoria's third therapy session I'm feeling very stressed out lately a lot of tension couldn't tell me more about that I just feel like nothing I do is good,neutral,near-miss
7PV9Yp34awQ,1:28,1:34,empathetic,time so what I hear you saying is that you're feeling really stressed and kind of stretched out too thin I am stretched this therapy session will demonstrate the theory and technique of the Rogerian person-centered therapist while watching the roleplay pay attention to the instances in which the therapist uses the following person-centered strategies congruence genuineness empathy and unconditional positive regard also notice how the therapist creates the environment in a way which exemplifies the core themes of person-centered therapy like trust in the client's ability to move forward in a constructive manner the emphasis on the therapist client relationship the non-directive nature of the dialogue and the strive for self-actualization let us go now to the role play our clients Victoria is a 16 year old female referred to therapy by her mother when making the initial appointment Victoria's mother stated that Victoria's grades are slipping and that Victoria is not taking her future seriously like she should be what you will see today is Victoria's third therapy session I'm feeling very stressed out lately a lot of tension couldn't tell me more about that I just feel like nothing I do is good enough I work really hard I try really hard but I'm still having a really hard time so what I hear you saying is that you're feeling really stressed and kind of stretched out too thin I am stretched,empathetic,hit
7PV9Yp34awQ,1:45,1:48,empathetic,friend's parents support them and what do you wish things would be like I like this therapy session will demonstrate the theory and technique of the Rogerian person-centered therapist while watching the roleplay pay attention to the instances in which the therapist uses the following person-centered strategies congruence genuineness empathy and unconditional positive regard also notice how the therapist creates the environment in a way which exemplifies the core themes of person-centered therapy like trust in the client's ability to move forward in a constructive manner the emphasis on the therapist client relationship the non-directive nature of the dialogue and the strive for self-actualization let us go now to the role play our clients Victoria is a 16 year old female referred to therapy by her mother when making the initial appointment Victoria's mother stated that Victoria's grades are slipping and that Victoria is not taking her future seriously like she should be what you will see today is Victoria's third therapy session I'm feeling very stressed out lately a lot of tension couldn't tell me more about that I just feel like nothing I do is good enough I work really hard I try really hard but I'm still having a really hard time so what I hear you saying is that you're feeling really stressed and kind of stretched out too thin I am stretched too thin I'm trying so hard but I can't live up to my dad's expectations I really love him but it doesn't feel right or what it should be like my friend's parents support them and what do you wish things would be like I like,empathetic,hit
7PV9Yp34awQ,2:06,2:18,empathetic,want to make him happy that sounds exhausting so it sounds like you're feeling this contradiction of pleasing your dad and meeting his expectations but you also want to enjoy yourself and be young is that right yeah this therapy session will demonstrate the theory and technique of the Rogerian person-centered therapist while watching the roleplay pay attention to the instances in which the therapist uses the following person-centered strategies congruence genuineness empathy and unconditional positive regard also notice how the therapist creates the environment in a way which exemplifies the core themes of person-centered therapy like trust in the client's ability to move forward in a constructive manner the emphasis on the therapist client relationship the non-directive nature of the dialogue and the strive for self-actualization let us go now to the role play our clients Victoria is a 16 year old female referred to therapy by her mother when making the initial appointment Victoria's mother stated that Victoria's grades are slipping and that Victoria is not taking her future seriously like she should be what you will see today is Victoria's third therapy session I'm feeling very stressed out lately a lot of tension couldn't tell me more about that I just feel like nothing I do is good enough I work really hard I try really hard but I'm still having a really hard time so what I hear you saying is that you're feeling really stressed and kind of stretched out too thin I am stretched too thin I'm trying so hard but I can't live up to my dad's expectations I really love him but it doesn't feel right or what it should be like my friend's parents support them and what do you wish things would be like I like to have more free time I have lots of friends and they get to relax and hang out after school and I don't get to do any of those things I like to do that or spend time with my boyfriend my dad has always pushed sports if it's not volleyball it's another sport and I just want to make him happy that sounds exhausting so it sounds like you're feeling this contradiction of pleasing your dad and meeting his expectations but you also want to enjoy yourself and be young is that right yeah,empathetic,hit
7PV9Yp34awQ,6:01,6:06,empathetic,and so you sort of feel this I want my dad to like me for who I am yeah I'm not this therapy session will demonstrate the theory and technique of the Rogerian person-centered therapist while watching the roleplay pay attention to the instances in which the therapist uses the following person-centered strategies congruence genuineness empathy and unconditional positive regard also notice how the therapist creates the environment in a way which exemplifies the core themes of person-centered therapy like trust in the client's ability to move forward in a constructive manner the emphasis on the therapist client relationship the non-directive nature of the dialogue and the strive for self-actualization let us go now to the role play our clients Victoria is a 16 year old female referred to therapy by her mother when making the initial appointment Victoria's mother stated that Victoria's grades are slipping and that Victoria is not taking her future seriously like she should be what you will see today is Victoria's third therapy session I'm feeling very stressed out lately a lot of tension couldn't tell me more about that I just feel like nothing I do is good enough I work really hard I try really hard but I'm still having a really hard time so what I hear you saying is that you're feeling really stressed and kind of stretched out too thin I am stretched too thin I'm trying so hard but I can't live up to my dad's expectations I really love him but it doesn't feel right or what it should be like my friend's parents support them and what do you wish things would be like I like to have more free time I have lots of friends and they get to relax and hang out after school and I don't get to do any of those things I like to do that or spend time with my boyfriend my dad has always pushed sports if it's not volleyball it's another sport and I just want to make him happy that sounds exhausting so it sounds like you're feeling this contradiction of pleasing your dad and meeting his expectations but you also want to enjoy yourself and be young is that right yeah so that must be really frightening to be so confused about your dad's expectations and I also imagine you feel pretty frustrated with them yeah I am frustrated with them if I don't please him it makes me feel like I'm not good enough what do you think your dad wants you to be like well he wants me to be in really good shape make the best of grades graduate with honors so I can get into a really great school and I know he just wants the best for me and I want to make him happy I can really hear you really love your that don't you yeah which is why not living up to his standards is so hard and so it's this feeling that only a part of you is acceptable and that doesn't leave much room for you to be human does it no it's like he wants me to be perfect perfect like those women in the magazines yeah and if his love for you is based on picture what's the good at that you're right it is no good I can't ever be good enough for him I can't ever live up to his expectations and we have this college visit coming up I feel like college is too far away is too far to the future I feel like it's too much pressure and I'm not even sure if that's where I want to go to school I could visit at any point but it's this weekend my boyfriend was going to take me to a concert that all my friends are going to I want to enjoy my life not worry about the future my dad said we had to go now even though he knows about the concert this weekend what should I do it's not where I want to go anyway but I can't tell my dad I could never tell him that's not where I want to go I want to be a kid I want to enjoy my life I just don't think it's fair why do I always have to live up to what he wants me to do what should I do should I tell my dad I don't want to go so this is the conflict it's really hard for me because I want to give you an answer and I really wish that I could give you the answer you want I really mean that but that's why I'm going to therapy I thought you were supposed to tell me what to do well I don't mean to be evasive about this but I just I want to know what do you think you should do in this situation I don't know why can't I just be like a normal person and tell him I don't want to go why do I tell him things I really don't mean and so I catch that the real deep puzzle is you feel this what should I do sometimes it's sad for me to notice how hard you are on yourself about yourself and I really appreciate you sharing this with me well yeah I'm hard on myself because I need to be but I hate how I always have to live up to such high standards and so the thing that comes to mind is me asking what do you wish I would say to you I wish you would tell me what to do I feel like there's a part of me that really wants to please my dad but in order to please him I don't feel like I can be myself there's just a part of me that feels lost and unsure of myself yeah I really hear that and to me at the same time you don't sound too uncertain oh really yeah judging by the tone your voice it sounds like the thought of doing what your dad wants you to do is more uncomfortable than it is for you to actually tell him how you feel I just wish you would listen that he wanted to know how I feel he just wants me to be the perfect daughter but he doesn't even know the real me and so you sort of feel this I want my dad to like me for who I am yeah I'm not,empathetic,hit
7PV9Yp34awQ,7:56,8:08,empathetic,else does so it's quite clear that the problem isn't just with your dad or your relationship with him but it's also at you as well and in this question of how can I accept myself the goal of this therapy session will demonstrate the theory and technique of the Rogerian person-centered therapist while watching the roleplay pay attention to the instances in which the therapist uses the following person-centered strategies congruence genuineness empathy and unconditional positive regard also notice how the therapist creates the environment in a way which exemplifies the core themes of person-centered therapy like trust in the client's ability to move forward in a constructive manner the emphasis on the therapist client relationship the non-directive nature of the dialogue and the strive for self-actualization let us go now to the role play our clients Victoria is a 16 year old female referred to therapy by her mother when making the initial appointment Victoria's mother stated that Victoria's grades are slipping and that Victoria is not taking her future seriously like she should be what you will see today is Victoria's third therapy session I'm feeling very stressed out lately a lot of tension couldn't tell me more about that I just feel like nothing I do is good enough I work really hard I try really hard but I'm still having a really hard time so what I hear you saying is that you're feeling really stressed and kind of stretched out too thin I am stretched too thin I'm trying so hard but I can't live up to my dad's expectations I really love him but it doesn't feel right or what it should be like my friend's parents support them and what do you wish things would be like I like to have more free time I have lots of friends and they get to relax and hang out after school and I don't get to do any of those things I like to do that or spend time with my boyfriend my dad has always pushed sports if it's not volleyball it's another sport and I just want to make him happy that sounds exhausting so it sounds like you're feeling this contradiction of pleasing your dad and meeting his expectations but you also want to enjoy yourself and be young is that right yeah so that must be really frightening to be so confused about your dad's expectations and I also imagine you feel pretty frustrated with them yeah I am frustrated with them if I don't please him it makes me feel like I'm not good enough what do you think your dad wants you to be like well he wants me to be in really good shape make the best of grades graduate with honors so I can get into a really great school and I know he just wants the best for me and I want to make him happy I can really hear you really love your that don't you yeah which is why not living up to his standards is so hard and so it's this feeling that only a part of you is acceptable and that doesn't leave much room for you to be human does it no it's like he wants me to be perfect perfect like those women in the magazines yeah and if his love for you is based on picture what's the good at that you're right it is no good I can't ever be good enough for him I can't ever live up to his expectations and we have this college visit coming up I feel like college is too far away is too far to the future I feel like it's too much pressure and I'm not even sure if that's where I want to go to school I could visit at any point but it's this weekend my boyfriend was going to take me to a concert that all my friends are going to I want to enjoy my life not worry about the future my dad said we had to go now even though he knows about the concert this weekend what should I do it's not where I want to go anyway but I can't tell my dad I could never tell him that's not where I want to go I want to be a kid I want to enjoy my life I just don't think it's fair why do I always have to live up to what he wants me to do what should I do should I tell my dad I don't want to go so this is the conflict it's really hard for me because I want to give you an answer and I really wish that I could give you the answer you want I really mean that but that's why I'm going to therapy I thought you were supposed to tell me what to do well I don't mean to be evasive about this but I just I want to know what do you think you should do in this situation I don't know why can't I just be like a normal person and tell him I don't want to go why do I tell him things I really don't mean and so I catch that the real deep puzzle is you feel this what should I do sometimes it's sad for me to notice how hard you are on yourself about yourself and I really appreciate you sharing this with me well yeah I'm hard on myself because I need to be but I hate how I always have to live up to such high standards and so the thing that comes to mind is me asking what do you wish I would say to you I wish you would tell me what to do I feel like there's a part of me that really wants to please my dad but in order to please him I don't feel like I can be myself there's just a part of me that feels lost and unsure of myself yeah I really hear that and to me at the same time you don't sound too uncertain oh really yeah judging by the tone your voice it sounds like the thought of doing what your dad wants you to do is more uncomfortable than it is for you to actually tell him how you feel I just wish you would listen that he wanted to know how I feel he just wants me to be the perfect daughter but he doesn't even know the real me and so you sort of feel this I want my dad to like me for who I am yeah I'm not the straight a size zero perfect girl and I can never be good enough I can never be smart enough or skinny enough and when I think I'm hearing you say is that you'd like to feel accepted for your dad yeah that's what I want how can I do that do you think I should say something to him well I feel like this is a really private thing that I couldn't answer for you but I'll definitely try to help you come to your own answer it doesn't matter how much I want him to accept me you wouldn't like the real me I could never live up to his expectations the thought of even saying anything is terrifying because I know he would be so disappointed would it even be worth it to say something to him I'm really not sure it's an awfully risky thing to live and you'd be taking a chance with your relationship with him and you'd also be taking a chance with yourself yeah it really is risky I'm never in control of anything sometimes I feel like the only thing I have control over is that sounds really upsetting I think what I'm hearing you say is that by controlling food is the only way that you feel it you can make a choice for yourself even just talking about it right now is making me really tense because it's making me think of everything I ate today counting the calories is one of the only things that makes me feel better because it's something I can control so you're feeling anxious at the moment and like your only relief is in controlling what you eat I guess that's the only thing my dad can't control that it's just mine I don't think that's right I wish I didn't have to be so hard on myself and I could eat like everybody else does so it's quite clear that the problem isn't just with your dad or your relationship with him but it's also at you as well and in this question of how can I accept myself the goal of,empathetic,hit
tfWC9IsoGyQ,0:26,0:35,empathetic,somebody walks into the office and says hey your numbers are down for the third quarter in a row we've had this conversation before are you okay what's going on i'm worried about you,empathetic,hit
vjSenw6PgrM,0:12,0:15,empathetic,okay okay thanks let's see so you're,neutral,near-miss
vjSenw6PgrM,0:19,0:26,empathetic,return I need a replacement that's fine I can help you here I'm sorry to hear you had a problem we'll take care of it right away can you tell me what happened,empathetic,hit
vjSenw6PgrM,0:40,0:44,empathetic,them to a solution so the steering didn't feel quite right but you were still able to control the car well just,neutral,near-miss
vjSenw6PgrM,1:03,1:09,empathetic,told me that your lot would be closed yes I'm sorry about that we weren't expecting you back before the lot reopened but it would have been good to mention it just in case no kidding,neutral,near-miss
vjSenw6PgrM,1:11,1:15,empathetic,well let me see what I can do cuz I'm sure we can make this right for you,empathetic,hit
PeuPLVlhAiM,1:20,1:24,empathetic,"so what am I supposed to do? How does it feel 
 when your mom gets angry like that? I mean,",empathetic,hit
PeuPLVlhAiM,1:34,1:39,empathetic,"her to really get a say in my life. So, you're 
 feeling annoyed that she's getting so mad when she isn't even around to see. Yeah, I mean, she's 
 she's got this new relationship with Tom. So on,",empathetic,hit
PeuPLVlhAiM,3:45,3:54,empathetic,"You care about your mom, and you want her to 
 be happy, and you want her to have a life, but at the same time you hope that you could 
 be a part of that life. Yeah, and I mean,",empathetic,hit
PeuPLVlhAiM,4:42,4:44,empathetic,"life that it's like I don't even matter to him. 
 So you feel pretty disconnected from him? Yeah,",empathetic,hit
PeuPLVlhAiM,5:29,5:36,empathetic,"I don't think that he should have just written me 
 off. I can hear some sadness about about your dad not being able to prioritize all of his children. 
 Yeah, it does make me sad sometimes ,you know. I",empathetic,hit
kOZWxisLm5s,0:23,0:26,anti-empathetic,"and I really need
 him to graduate. Well, I understand what
 you're going through, and I--",empathetic,miss
kOZWxisLm5s,0:25,0:37,anti-empathetic,"Well, I understand what
 you're going through, and I-- Wait a minute. Wait a minute. It's no way that
 you can understand, because you're sitting on
 that side of the table. And is your son
 acting up in school? Are you trying to get your
 son to graduate from school? But Tina, everyone's got
 some stress in their life.",anti-empathetic,hit
lMxXFufpHFc,0:06,0:12,empathetic,"[MUSIC PLAYING] So, Tina, I've heard that you've
 had several asthma attacks since the last time
 we saw each other. So tell me what's going on. Yeah, I have a lot of
 stress in my life right now.",empathetic,hit
lMxXFufpHFc,0:52,1:14,empathetic,"my son, when I know you don't. You know what? You're right. I want to understand
 though, and that comment was just my way of
 showing you that I care about what's
 going on in your life. And I might not understand
 completely, you're right. But I do want to
 talk about it and see what is it that is triggering
 your asthma attack.",empathetic,hit
lMxXFufpHFc,1:23,1:30,empathetic,"understand what's
 actually happened. OK, well, I'm glad that we
 have this relationship where you feel like we can talk
 through our differences. OK.",empathetic,hit
W1RY_72O_LQ,0:01,0:15,anti-empathetic,hi I'm Hannah I talked with you I knew the other day but I just wanted to touch base today you know about your softer situation I'm so I read your chart and I know tell that side are you still feeling depressed yeah a depressions and,neutral,near-miss
W1RY_72O_LQ,0:23,0:30,anti-empathetic,I know you feel like depressed now but I felt depressed before and it will pass like you'll get over it it's it's not that big a deal,anti-empathetic,hit
W1RY_72O_LQ,1:08,1:15,anti-empathetic,depressed well um I was abused on I mean you're like - I looked in your chart and your life doesn't seem all that bad so this depression I think you can get over it um yeah let me like my notes,anti-empathetic,hit
W1RY_72O_LQ,2:23,2:28,anti-empathetic,but so you those thoughts were saying who are you saying about those did you have that I forget oh no no okay okay,neutral,near-miss
GQhw9teSyKc,0:29,0:35,empathetic,you're always gone um you know I'm actually really glad that you said that I appreciate you being direct with me you're right I have missed a lot of work,empathetic,hit
GQhw9teSyKc,0:34,0:43,empathetic,I appreciate you being direct with me you're right I have missed a lot of work because of medical appointments apparently so much that I'm giving the impression that I'm not really getting work done around here and but most importantly if I'm not here it is increasing your burden and everybody else is burdened and it's also making it harder for you as a manager to run an efficient department and achieve our departments missions and so our effectiveness and our reputation are at risk if if staffing is it's not consistent and I realize that I'm contributing to that and I could see how that would make you feel angry or concerned or burdened and so I'm sorry to put you in that position,empathetic,hit
GQhw9teSyKc,0:43,1:00,empathetic,I appreciate you being direct with me you're right I have missed a lot of work because of medical appointments apparently so much that I'm giving the impression that I'm not really getting work done around here and but most importantly if I'm not here it is increasing your burden and everybody else is burdened and it's also making it harder for you as a manager to run an efficient department and achieve our departments missions and so our effectiveness and our reputation are at risk if if staffing is it's not consistent and I realize that I'm contributing to that and I could see how that would make you feel angry or concerned or burdened and so I'm sorry to put you in that position,empathetic,hit
GQhw9teSyKc,1:00,1:18,empathetic,I appreciate you being direct with me you're right I have missed a lot of work because of medical appointments apparently so much that I'm giving the impression that I'm not really getting work done around here and but most importantly if I'm not here it is increasing your burden and everybody else is burdened and it's also making it harder for you as a manager to run an efficient department and achieve our departments missions and so our effectiveness and our reputation are at risk if if staffing is it's not consistent and I realize that I'm contributing to that and I could see how that would make you feel angry or concerned or burdened and so I'm sorry to put you in that position,empathetic,hit
GQhw9teSyKc,1:36,2:04,empathetic,yeah well you know you the binders speak for themselves we do have a lot of work and I did hear you say the word very important and stressed several times give me that feedback so I you know I hear that I hear that that this is a really critical time and it's creating a lot of stress and I'm adding to that and again I I feel bad to put you and the others in that position I just want you to know that I recognize it and I'm gonna do my best to to support what we're doing as much as possible I think,empathetic,hit
GQhw9teSyKc,2:07,2:15,empathetic,to talk about this so yeah me too I'm really glad that we have the kind of relationship where we can talk about these things I would hate for you to feel this way and just keep it to yourself and have it eat you up,empathetic,hit
EaD3ka3KnfQ,0:03,0:18,empathetic,"Have you ever had to deal with a
 difficult boss? This can be a little bit hard when you're new to the job
 because what do you do? You could have a boss that is just not giving you enough
 direction or it could be the opposite is giving you too much and it's
 micromanaging you. Any which way you look at it, dealing with a difficult boss can
 be really sucky so how do you deal with",neutral,near-miss
EaD3ka3KnfQ,0:36,0:56,empathetic,"share with you six tips on how to deal
 with a difficult boss at work. So you have a difficult boss and you need to
 deal with that person, I know how hard it can be, I remember when I used to work in
 organizations how tough it was when you had a real difficult boss but yet on the
 opposite side when you have a good one it makes life really easy but that
 difficult boss truly can make work, work and that's not what we want, we want to
 have fun, by the way I'm gonna let you",empathetic,hit
EaD3ka3KnfQ,1:11,1:42,empathetic,"and so I'm hoping this is really gonna
 help you so my number one tip that is really important when it comes to
 dealing with a difficult boss, well, that is, focus on your job. You know, you can't
 control what your boss is doing or how they're behaving, however you can always
 focus on your job and ensure that you're doing it to the letter, ensure that you're
 finishing through, following through and being very clear with what your rules
 and responsibilities are, that is really, really important because at least it
 ensures that you are up to snuff with your roles and responsibilities, in
 essence doing what you're getting paid to do, tip number two,
 sorry guys, as I said I've got my little",neutral,near-miss
YODpttjfh2w,0:43,0:51,empathetic,"weekly
 if you've ever called your mom after a long day of work and uttered these four
 words I hate my boss you're not alone hate is a strong word so let's say you
 dislike your boss a lot it's the worst",neutral,near-miss
YODpttjfh2w,0:54,1:05,empathetic,"hate is a strong word so let's say you
 dislike your boss a lot it's the worst to feel overwhelmed unhurt or taken
 advantage of at work having a bad boss can make you feel
 pretty stressed and hopeless but you don't need to throw in the towel just
 yet there are certain ways to get",empathetic,hit
YODpttjfh2w,1:57,2:21,empathetic,"certain projects and set up weekly
 meetings over your first 90 days always ask questions and always over
 communicate with a micromanager by allowing her a glimpse into the details
 of all the work you are doing you might avoid her impulse to get involved
 unnecessary if your boss won't stop micromanaging
 you it might be time to have a tougher conversation before speaking to your
 boss take a moment to put yourself into her shoes if you can pinpoint why the
 micromanagement is happening you might find better solutions having a frank and
 honest conversation is one of the best",empathetic,hit
4Jl6zk4csA8,1:15,1:25,empathetic,"those with higher titles just ignore me
 because I'm not at their level not to worry I can totally understand that if
 you're someone who's at a lower level in your organization that you can feel that
 maybe the people above you don't really respect you but I'm going to teach you
 four key tips on how to gain respect",empathetic,hit
4Jl6zk4csA8,2:24,2:34,empathetic,"number two don't bow down see yourself
 as an equal what I'm saying here is give yourself approval before you seek others
 approval I've mentioned this before about the concept of not being overly
 nice just be because your job title or rank is lower
 than others in your work doesn't mean that you have to compensate by being
 overly nice to them and acting like you're less than them if you feel that
 way about yourself that's how others are going to feel
 about you too you need to own your work and own who you are and approach any
 colleague or co-worker whether above or below you the same you're going to
 approach anyone I - I with a deep level of inner self confidence and know and
 own the belief that you are important",neutral,near-miss
4Jl6zk4csA8,2:34,2:51,empathetic,"number two don't bow down see yourself
 as an equal what I'm saying here is give yourself approval before you seek others
 approval I've mentioned this before about the concept of not being overly
 nice just be because your job title or rank is lower
 than others in your work doesn't mean that you have to compensate by being
 overly nice to them and acting like you're less than them if you feel that
 way about yourself that's how others are going to feel
 about you too you need to own your work and own who you are and approach any
 colleague or co-worker whether above or below you the same you're going to
 approach anyone I - I with a deep level of inner self confidence and know and
 own the belief that you are important",neutral,near-miss
4Jl6zk4csA8,2:51,3:14,empathetic,"number two don't bow down see yourself
 as an equal what I'm saying here is give yourself approval before you seek others
 approval I've mentioned this before about the concept of not being overly
 nice just be because your job title or rank is lower
 than others in your work doesn't mean that you have to compensate by being
 overly nice to them and acting like you're less than them if you feel that
 way about yourself that's how others are going to feel
 about you too you need to own your work and own who you are and approach any
 colleague or co-worker whether above or below you the same you're going to
 approach anyone I - I with a deep level of inner self confidence and know and
 own the belief that you are important",neutral,near-miss
w_MnonyOAxE,0:43,1:08,empathetic,a little bit about that i would love to know on a personal level what your life has felt like since you left the white house because i remember and i mean i was one of the fans maybe because you know i've also had hair journeys i remember everyone just being like wow michelle the afro and the hair's coming and everyone's just like she's just she's got a different swag about her was there a weight that's lifted from your shoulders when leaving the white house as first lady,empathetic,hit
w_MnonyOAxE,3:11,3:14,empathetic,in my own skin i can imagine so so yeah yeah it was you know i mean,neutral,near-miss
w_MnonyOAxE,3:29,3:32,empathetic,20 people it almost feels like you were living a sort of quarantined life before,neutral,near-miss
w_MnonyOAxE,8:03,8:10,empathetic,of eating healthy please just talk me through why you thought you know what this is the avenue that i'm gonna take to further this message for what i'm passionate about the,neutral,near-miss
w_MnonyOAxE,11:40,11:42,empathetic,cook a pot of greens i mean that's how we all,neutral,near-miss
psN1DORYYV0,4:18,4:46,empathetic,"when you're thinking about doing
 or saying something vulnerable think, ""God, vulnerability is weakness."" How many of you think of vulnerability
 and weakness synonymously? The majority of people. Now let me ask you this question: This past week at TED, how many of you,
 when you saw vulnerability up here, thought it was pure courage? Vulnerability is not weakness. I define vulnerability as emotional risk,",neutral,near-miss
psN1DORYYV0,19:24,19:34,empathetic,"If we're going to find our way
 back to each other, vulnerability is going to be that path. And I know it's seductive
 to stand outside the arena, because I think I did it my whole life,",empathetic,hit
Tl9KT9RwiGc,2:45,2:48,empathetic,that it's different so you felt bullied on an international level look i think the i think the volume of,neutral,near-miss
Tl9KT9RwiGc,3:48,4:05,empathetic,not true and that didn't happen for us you mentioned earlier harry that you were hurt by the fact that there's been no acknowledgement on the part of your family that this was different because of race do you think there ever will be and would that make a difference to you,neutral,near-miss
u9h-ysSUDqc,0:35,0:45,anti-empathetic,diary you you annie are giving me ideas creative ideas why why are you why are you being so,neutral,near-miss
u9h-ysSUDqc,1:13,1:21,anti-empathetic,you like it well it's nice by your standards you can't get over the fact that you are giving me ideas,anti-empathetic,hit
Q0HjcLMVKdU,2:34,2:43,anti-empathetic,about two thousand pounds to that's not the landlord's fault what there is I mean that's just yeah that's just the housing market isn't it and the Landlord have the same issues if you decided to move out in two months yeah I mean it's,neutral,near-miss
