videoId,start (M:S),end (M:S),notes,Empathy stage,Initial,Gender,neutral segment,isPrimarySpeaker,Category,Empathetic voice (does the voice sound empathetic?),Empathetic text (does what the speaker is saying seem to be empathetic?),Voice/Text Initial,Empathetic voice (2nd round),Empathetic text (2nd round),Voice/Text Initial (2nd round),Empathetic Voice 3,Empathetic Text 3,Third Annotator Initials where needed,Useful 4 Pres.,Notes on empathy stage,transcript,transcript_start,transcript_end,transcript_empathy_rating,audio_features_empathy_rating,combined_empathy_rating,Category_clean,truth_numeric,transcript_empathy_rating_abs_error,audio_features_empathy_rating_abs_error,combined_empathy_rating_abs_error,transcript_empathy_rating_predicted,audio_features_empathy_rating_predicted,combined_empathy_rating_predicted
NZyk1NGs248,14:35,14:40,Asking questions in the form of making guesses; laugh,2,TC,M,1:32-1:33,True,empathetic,x,x,JH,x,x,DT,x,x,EL,,,are people who are they I'm very respectful of you it's like you know everybody wants a big house I'm sure you have one we all do you know,872.52,886.59,2.0,,,empathetic,5.0,3.0,,,anti,,
NZyk1NGs248,14:46,14:58,Following up with new insights based on response of the previous question,4,TC,M,1:32-1:33,True,empathetic,x,x,JH,x,x,DT,x,x,EL,,overlapping speakers,like everybody dreams that way of course but we always spend time developing the quality of the house what about the quality of the lives of people living in them yeah that's what I hear you and that you're you're trying to do today,883.89,904.65,4.0,,3.0,empathetic,5.0,1.0,,2.0,empathetic,,neutral
NZyk1NGs248,15:04,15:09,proposing solutions in the form of asking question,"2,4",TC,M,1:32-1:33,True,empathetic,x,x,JH,x,x,DT,x,x,EL,,,well that's changing doctor yeah if you began to give Katherine attention what would that look like well you would see,899.52,912.89,3.0,,3.0,empathetic,5.0,2.0,,2.0,neutral,,neutral
NZyk1NGs248,15:30,15:37,especially the nod at the end ,4,TC,M,1:32-1:33,True,empathetic,x,x,JH,x,x,DT,x,x,EL,,,and I I love music I think you're recovering your childhood Katherine never got a chance to play cause Katherine had rules to do yes Katherine,926.72,944.79,2.0,,3.0,empathetic,5.0,3.0,,2.0,anti,,neutral
NZyk1NGs248,15:39,15:54,asking more questions,4,TC,M,1:32-1:33,True,empathetic,x,x,JH,x,x,DT,x,x,EL,,"overlapping speakers, music",Katherine had rules to do yes Katherine couldn't play Katherine had to I don't want to use the word Bridget but would that be appropriate is that too strong no I mean it was a little Richard can was rigid so you couldn't dance and sing,934.86,956.64,2.0,,,empathetic,5.0,3.0,,,anti,,
NZyk1NGs248,19:06,19:25,a sense of the therapist is boiling down ideas to speak out what Kate Perry hope to say but unable to,"3,4",TC,M,1:32-1:33,True,empathetic,x,x,JH,x,x,DT,x,x,EL,,overlapping speakers,can Kathryn be okay with herself that she's learning how to date and to have relationships and to learn what men are and how they operate and a Havey Kathryn is not so evolved with her feelings and doesn't know how to be vulnerable and it's scary to be vulnerable to scare just a hug so well yeah,1145.2,1169.14,2.0,,3.0,empathetic,5.0,3.0,,2.0,anti,,neutral
C0KLb_v50-k,0:48,0:51,"""mum says you won't say what happened"" ",1,LP,F,0:35-0:40,True,empathetic,not sure,x,JH,,x,DT,,x,AJ,,,mom says you won't say what happened did [Music] Nate do you know where his helmet is he's asking for it and I've looked everywhere I don't know something at school he won't say he won't come out of his room and now he says he doesn't even want to go trick-or-treating I know okay thank you just get here [Music] come on get ready it's almost time for the Halloween parade you're supposed to knock go away mom says you won't say what happened did,1.07,54.89,3.0,,3.0,empathetic,5.0,2.0,,2.0,neutral,,neutral
C0KLb_v50-k,0:51,0:54,asking questions ,2,LP,F,0:35-0:40,True,empathetic,not sure,x,JH,x,x,DT,x,x,AJ,,,mom says you won't say what happened did someone say something somebody says [Music] Nate do you know where his helmet is he's asking for it and I've looked everywhere I don't know something at school he won't say he won't come out of his room and now he says he doesn't even want to go trick-or-treating I know okay thank you just get here [Music] come on get ready it's almost time for the Halloween parade you're supposed to knock go away mom says you won't say what happened did someone say something somebody says,1.07,56.75,3.0,,3.0,empathetic,5.0,2.0,,2.0,neutral,,neutral
C0KLb_v50-k,0:59,1:02,assuring relatability,1,LP,F,,True,empathetic,not sure,x,JH,,,DT,,,AJ,,,you took my day with mom so it is my business I heard y'all talking about me [Music] Nate do you know where his helmet is he's asking for it and I've looked everywhere I don't know something at school he won't say he won't come out of his room and now he says he doesn't even want to go trick-or-treating I know okay thank you just get here [Music] come on get ready it's almost time for the Halloween parade you're supposed to knock go away mom says you won't say what happened did someone say something somebody says something well tell me what happened it's not her business you took my day with mom so it is my business I heard y'all talking about me,1.07,66.68,3.0,,2.0,empathetic,5.0,2.0,,3.0,neutral,,anti
C0KLb_v50-k,1:53,1:58,commiserating with personal experience ,3,LP,F,2:02-2:06,True,empathetic,not sure,x,JH,x,,DT,x,,AJ,,,school the mine okay okay hey did you notice that marina doesn't come around anymore what you didn't shocker [Music] Nate do you know where his helmet is he's asking for it and I've looked everywhere I don't know something at school he won't say he won't come out of his room and now he says he doesn't even want to go trick-or-treating I know okay thank you just get here [Music] come on get ready it's almost time for the Halloween parade you're supposed to knock go away mom says you won't say what happened did someone say something somebody says something well tell me what happened it's not her business you took my day with mom so it is my business I heard y'all talking about me behind my back you said he kills olfi looked like me jack well isn't he the nice one there are no nice ones I wish I'd never gone to school in the first place but you were liking school I know you were okay Auggie I'm sorry but you're not the only one who has bad days bad days do people avoid touching you when a person at Philly touches you do they call it the plague no Joe was all I had just don't compare your baggies at school the mine okay okay hey did you notice that marina doesn't come around anymore what you didn't shocker,1.07,124.72,2.0,,3.0,empathetic,5.0,3.0,,2.0,anti,,neutral
C0KLb_v50-k,2:09,2:31,providing advice,4,LP,F,2:02-2:06,True,empathetic,not sure,x,JH,x,x,DT,x,x,AJ,,,why because school sucks and people change so if you want to be a normal kid Auggie then those are the rules so let's go trick-or-treating okay because right now we're each other's best friends really yes so come on I'll [Music] Nate do you know where his helmet is he's asking for it and I've looked everywhere I don't know something at school he won't say he won't come out of his room and now he says he doesn't even want to go trick-or-treating I know okay thank you just get here [Music] come on get ready it's almost time for the Halloween parade you're supposed to knock go away mom says you won't say what happened did someone say something somebody says something well tell me what happened it's not her business you took my day with mom so it is my business I heard y'all talking about me behind my back you said he kills olfi looked like me jack well isn't he the nice one there are no nice ones I wish I'd never gone to school in the first place but you were liking school I know you were okay Auggie I'm sorry but you're not the only one who has bad days bad days do people avoid touching you when a person at Philly touches you do they call it the plague no Joe was all I had just don't compare your baggies at school the mine okay okay hey did you notice that marina doesn't come around anymore what you didn't shocker yeah she went away to camp this summer and now she doesn't like me anymore why because school sucks and people change so if you want to be a normal kid Auggie then those are the rules so let's go trick-or-treating okay because right now we're each other's best friends really yes so come on I'll,1.07,162.71,3.0,3.0,3.0,empathetic,5.0,2.0,2.0,2.0,neutral,neutral,neutral
ZNnk9L2LSZI,1:40,2:10,restating circumstances,3,LP,M,0:25-0:49,True,empathetic,x,x,JH,x,x,DT,x,x,EL,,,that child sacrifice that's what we do for the people that we love and here's mine Mia I want you to live I want that more than anything in this world I want you to fight like hell to stay with us but with everybody else gone I know it might not be what you want it might be too hard for you to keep fighting so if,95.329,132.87,4.0,,4.0,empathetic,5.0,1.0,,1.0,empathetic,,empathetic
ZNnk9L2LSZI,0:12,0:25,Establish connection ,1,LP,M,0:25-0:49,True,empathetic,x,x,JH,x,x,DT,x,x,EL,,music,I've been trying to think of what Denny would want me to say to you the kid was a hell of a dad one day he sure had me beat I remember the day that,11.95,34.58,3.0,,3.0,empathetic,5.0,2.0,,2.0,neutral,,neutral
ZNnk9L2LSZI,2:11,2:26,expressing understanding,3,LP,M,0:25-0:49,True,empathetic,x,x,JH,x,x,DT,x,x,EL,,,you want to go I want you to know it's okay okay [Music],130.459,143.679,3.0,,,empathetic,5.0,2.0,,,neutral,,
-kfUE41-JFw,1:36,1:43,reframing situation,3,LP,M,0:11-0:38,True,empathetic,x,x,JH,x,x,DT,x,x,EL,,noisy background,The self compassion exercise goes like this: We're so in love with success we fail to notice the scale of the challenges we routinely set ourselves.,88.62,103.24,3.0,3.0,3.0,empathetic,5.0,2.0,2.0,2.0,neutral,neutral,neutral
-kfUE41-JFw,1:44,1:55,assuring achievement,4,LP,M,0:11-0:38,True,empathetic,x,x,JH,x,x,DT,x,x,EL,,noisy background,"There is nothing remotely normal about what we've tried to achieve. We've failed, but given the mountain we were trying to climb, the conclusion doesn't have to be that we're simply flawless.",103.5,115.0,3.0,,3.0,empathetic,5.0,2.0,,2.0,neutral,,neutral
-kfUE41-JFw,2:10,2:20,acknowleding situation,3,LP,M,0:11-0:38,True,empathetic,x,x,JH,x,x,DT,x,x,EL,,music,"to explain some of our current troubles. We're not entirely sane or well, but none of us are. We weren't well set up to carry out certain tasks It isn't wholly our fault in the here and now.",128.16,141.74,3.0,,3.0,empathetic,5.0,2.0,,2.0,neutral,,neutral
-kfUE41-JFw,2:38,2:44,propose new perspective,4,LP,M,0:11-0:38,True,empathetic,x,x,JH,x,x,DT,x,x,EL,,,"is by a huge margin the statistical norm. We shouldn't tear ourselves apart for not managing to be to what were in truth, awesome odds.",154.48,164.7,3.0,,3.0,empathetic,5.0,2.0,,2.0,neutral,,neutral
-kfUE41-JFw,3:21,3:33,ackowledge worth,3,LP,M,0:41-0:50,True,empathetic,x,x,JH,x,x,DT,x,x,EL,,noisy background,"and therefore entirely to blame when we crash. You are not only your achievements. Status and material success are one bit of you. But there are others as well, those who loved you in childhood knew this, and in their best moments helped you to feel it.",190.94,213.76,4.0,3.0,3.0,empathetic,5.0,1.0,2.0,2.0,empathetic,neutral,neutral
-kfUE41-JFw,3:34,3:43,giving advise,4,LP,M,0:41-0:50,True,empathetic,x,x,JH,x,x,DT,x,x,EL,,noisy background,and in their best moments helped you to feel it. Rehearse the internalized voices of all those who have been kind to you. Bathe in the memory of a laugh independent of achievement.,211.44,223.24,5.0,,4.0,empathetic,5.0,0.0,,1.0,empathetic,,empathetic
-kfUE41-JFw,3:52,3:56,affirming positive outcomes,3,LP,M,0:41-0:50,True,empathetic,x,x,JH,x,x,DT,x,x,EL,,,It seems it will never end That's not the truth It's just how a crisis feels.,231.74,237.08,3.0,,3.0,empathetic,5.0,2.0,,2.0,neutral,,neutral
-kfUE41-JFw,3:57,4:10,giving advise,4,LP,M,0:41-0:50,True,empathetic,x,x,JH,x,x,DT,x,x,EL,,noisy background,"It's just how a crisis feels. You need to reduce expectations to zero for a time. Take each new hour as it comes, and without being banal, what you need most of all, is some rest.",234.98,250.06,4.0,,,empathetic,5.0,1.0,,,empathetic,,
-kfUE41-JFw,0:11,0:23,use collective pronoun we to narrate (equvalent to reframing in a conversation) a common experience,3,TC,M,1:06-1:30,True,empathetic,x,x,JH,x,x,DT,x,x,EL,,,"To survive in this high pressured, crazy world most of us have to become highly adept at self-criticism. We learn how to tell ourselves off for our failures and for not working hard or smart enough.",10.76,23.6,3.0,,,empathetic,5.0,2.0,,,neutral,,
-kfUE41-JFw,0:38,0:40,,3,TC,M,1:06-1:30,True,empathetic,x,x,JH,,,DT,x,,AJ,,,depression and under-performance. We might simply lose the will to get out of bed.,35.96,40.62,2.0,,,empathetic,5.0,3.0,,,anti,,
-kfUE41-JFw,0:42,0:50,introduce the concept naturally from collective reframe of experience,"3,4",TC,M,1:06-1:30,True,empathetic,x,x,JH,x,x,DT,x,x,EL,,background noise,"For those moments, we need a corrective. We need to carve out time for an emotional state of which many of us are profoundly suspicious. Self-compassion.",41.2,51.18,4.0,,3.0,empathetic,5.0,1.0,,2.0,empathetic,,neutral
-kfUE41-JFw,0:51,0:54,reframe a possible doubt,3,TC,M,1:06-1:30,True,empathetic,x,x,JH,,,DT,x,x,AJ,,,Self-compassion. We're suspicious because that sounds horribly close to self-pity,49.6,54.64,2.0,,2.0,empathetic,5.0,3.0,,3.0,anti,,anti
-kfUE41-JFw,0:55,1:05,but ... -> introduce the necessity of self-compassion,4,TC,M,1:06-1:30,True,empathetic,x,x,JH,x,x,DT,x,x,EL,,background noise,"But because depression and self-hatred are serious enemies of a good life, we need to appreciate the role of self-care in a good, ambitious and fruitful life.",54.8,65.32,3.0,3.0,,empathetic,5.0,2.0,2.0,,neutral,neutral,
4ZnQdxpZteM,2:32,2:44,interactions with audience,4,TC,M,0:31-0:45,True,empathetic,,,JH,,,DT,x,x,EL,,preacher yelling,o my enemy you see what the enemy's doing aha Christian you sinned Christian sin you're not what you say you are know how often the devil and others can come at us rejoice not over me o my enemy,150.62,171.2,2.0,,2.0,empathetic,5.0,3.0,,3.0,anti,,anti
4ZnQdxpZteM,2:57,3:03,reframing a common experience,3,TC,M,1:59 - 2:20,True,empathetic,,,JH,,,DT,,,EL,,,and ashes I feel terrible I feel rotten and I'm gonna bear it God's mad at me,176.81,185.93,2.0,,,empathetic,5.0,3.0,,,anti,,
4ZnQdxpZteM,5:29,5:42,stating argument in the form of question,4,TC,M,2:47-2:53,True,empathetic,,,JH,,,DT,,,EL,,,can you do that have you got the theological spiritual framework in your brain to be feeling guilty and get gutsy to say that God is both angry with me and interceding for me it's easier for,327.66,345.33,2.0,,2.0,empathetic,5.0,3.0,,3.0,anti,,anti
8-2WQF3SWwo,10:19,10:22,,1,TC,F,0:36-0:39,True,empathetic,,x,DT,,x,AL,,x,EL,,,a rude thing to say but um it's honest and i think you're not um alone in that [Music] watch this full series at the links in the description below and subscribe to our youtube channel to watch new mental health videos every week in our med circle series on cognitive behavioral therapy dr judy and i sat down to discuss the ins and outs of how that therapy works and how it can be used to change your thoughts your emotions and ultimately your behaviors and then we decided that we would do a mock therapy session with myself portraying somebody who has a a cognitive belief or what is it yeah a certain kind of core belief core belief core belief yes and you're going to walk me through that belief and show the viewers how cbt can actually bring them closer to the truth and closer to a more healthy way to think and react and behave when it comes to our emotions and thoughts so my core belief in this mock therapy session is going to be that i feel like i'm unlovable right by everybody right that's my core belief i feel like i'm pretty lovable by most people yeah i'm sure not everybody kyle's actual core belief right exactly you are playing a patient in which um has that core belief and i think it's a common core belief for people whether they want to admit it or not that's right um and it makes sense because it's one of our basic drives is to be loved by people i mean that's just a basic human drive and it's not just about emotional wellness that you feel loved it's actually about physical survival if you're not loved and nurtured then you might die right you know your physical being will actually perish right if you're not nurtured well if you're not taken care of well and so i think this is a good one for us to role play cool well this will be great for the viewers to see what a therapy session could be like and also how cbt is used so i'll let you take it away okay great so kyle what brings you in today i uh recently broke up with a long long-term partner and it's been one of many breakups i've had in my life and at this point i'm getting older i have gray hair i feel like the clock is ticking and i don't feel like i will ever find somebody who loves me i don't feel like i feel like i would have found him already i feel like i've dated enough people to make that happen and it's not happening and i don't see anything changing and my depression is through the roof because of it okay so i'm sorry about your breakup and i'm sorry that kind of led to a cascade of thoughts in your head about what this really means about your future for relationships and about you ultimately so we're going to do a practice technique right now and this technique is called laddering and what this is going to help us with is getting some of those negative automatic thoughts i mean you said many right now actually just in your description we're going to work with one of those and it helps us to get them organized in a way so that you can actually see what that automatic thought leads to sort of like if you think about automatic thoughts being kind of like an iceberg and the automatic thoughts is the tip of the iceberg that you can see above the water it's conscious but you have to kind of attune your awareness to it but deeper thoughts are actually submerged you can't see them they're below the water level and that's what we need to get to because that's the crux of the issue these core beliefs drive how you feel how you think and even the rules that you have in life about how you should behave in order to have safety in many ways and so let's start with an automatic thought i heard you say that you were thinking based on this breakup and other ones that i might never find somebody who will love me yeah so let's work with that automatic thought there were other ones but i think this one is a good one to work with so if your automatic thought is i'm not going to find somebody who loves me what might that mean what does that thought mean to you well i look around at my friends and my family who are in relationships who are having kids who are posting pictures who are sending out christmas cards with their significant others and i don't feel like i will have that i feel like while everyone else will have love in their life and meaning and purpose i will have nothing i will be alone and i am alone and i am also lonely right and that is devastating so what might it mean if you were alone like let's take that part of it so you know you kind of broke it down like well i don't think that i'm going to find anybody to love me or who i love or who will have this relationship with and and to me that means that i'll be alone so what would it mean if you were alone like what if that did happen what would that mean about you well on one hand it means that nobody i on one hand it means that people wouldn't i'm alone it means that people don't want to be with me which is right awful it's an awful thought um and it also means that i won't be able to enjoy life how i could i will miss out on dinners and holidays and weekend trips and children and legacy and memories there are there's a laundry list of consequences from being alone right and you had just said that one of the things that being alone means would be that maybe that means nobody wants to be with you and so what would that thought mean if it was true what if nobody wanted to be with you what if that was an actual fact like what would that mean that there's something wrong with me and if there is something wrong with you if that thought was true then what would that mean that i haven't done a good job in my life could be becoming i haven't done a good job becoming somebody that people want to be around right that people want to be in a relationship with right and what would that mean about you if people didn't want to be in a relationship with you that you haven't done a good job and people didn't want to be around you that i'm hope that i'm worthless and i'm a waste of time yeah well that's the core belief the core belief is i'm worthless or sometimes people will say i'm unlovable sometimes they're interchangeable but like that's how we got to the core belief is we keep doing this laddering technique where any negative thought you have i ask you what does that mean if that thought was true what would that mean about you okay well if that thought was true that would mean that i would be alone okay well what would that mean if that was true if you were alone well that would mean that nobody would want to be around me you know and you kind of kept breaking it down to like the deeper and deeper level until you got to this idea of that would mean that i was worthless that maybe i'm just not capable of being loved that i'm undeserving of love and that's what we mean by a core belief which is like a horrible thing to have to think about and i want to be clear that core beliefs are not necessarily what you actually believe about yourself but core beliefs are your biggest fear meaning that if it was true it would be devastating if you truly were worthless or if you truly were unlovable that would be devastating i don't feel if you would have asked me three minutes ago or four minutes ago do you do you think you're do you think you're a worthless person i would have said no not at all right yeah and i think that when people first encounter what could be their uh core belief they they have that kind of reaction of but i don't really believe it's true at least not intellectually but it's really about the fear of man but what if it was true like what would that mean about my life and what i could even amount to and what kind of legacy would i leave behind if that was true and everybody has different fears for different reasons some people's core belief is you know i'm incapable you know and that to them is paralyzing like man if i wasn't capable like that could ruin my life you know and it's not that they actually believe they're incapable but it's just like oh my gosh if that was true the consequences to my life would be devastating and i wouldn't even be able to tolerate it and so this is sort of what we're working with and i always say when we get to our core belief it doesn't necessarily have to be your core belief but let's let's work with it let's see if it is you know part of this is sort of like hypothesis testing like let's work with that and see if that could be true for you okay when people have core beliefs they usually then have conditional rules and assumptions about how the world will work and how they should act within that world so what i mean by this is when you have such a core belief like i'm worthless or i'm unlovable there will be certain things that you believe are scripts that you have to follow in order to have any semblance of emotional safety or to prevent yourself from having that core belief come true and so we're going to talk about what some of those things could be for you when somebody has a um worthless core belief what might that do in terms of your expression of your needs and wants to other people like what rule might you have if you actually believe that you might be worthless or that you fear that that might be true what kind of rule would you put on yourself in terms of how you could communicate your needs and wants to others well i would uh i would probably only in terms of a romantic relationship i would probably only date someone who i felt uh was like below my league i guess yeah that's a rude thing to say but um it's honest and i think you're not um alone in that,0.66,623.92,4.0,,4.0,empathetic,5.0,1.0,,1.0,empathetic,,empathetic
