videoID,start,end,Category,classification-llm-output,match
7jrulgnbMHc,29:48,29:53,empathetic,neutral,near-miss
7jrulgnbMHc,30:13,30:20,empathetic,empathetic,hit
7jrulgnbMHc,30:20,30:27,empathetic,empathetic,hit
7jrulgnbMHc,39:17,39:25,empathetic,empathetic,hit
7jrulgnbMHc,39:32,39:42,empathetic,empathetic,hit
7jrulgnbMHc,39:42,39:52,empathetic,empathetic,hit
7jrulgnbMHc,39:54,40:03,empathetic,neutral,near-miss
7xfyN-yBZ7c,1:10,1:38,empathetic,empathetic,hit
7xfyN-yBZ7c,14:12,14:30,empathetic,empathetic,hit
7xfyN-yBZ7c,14:32,15:05,empathetic,empathetic,hit
7xfyN-yBZ7c,7:36,8:22,empathetic,empathetic,hit
8-2WQF3SWwo,10:19,10:22,empathetic,neutral,near-miss
8-2WQF3SWwo,16:21,16:33,empathetic,empathetic,hit
8-2WQF3SWwo,16:41,16:54,empathetic,neutral,near-miss
8-2WQF3SWwo,16:59,17:07,empathetic,NO_RESPONSE,miss
8-2WQF3SWwo,17:11,17:15,empathetic,neutral,near-miss
8-2WQF3SWwo,17:15,17:29,empathetic,empathetic,hit
8-2WQF3SWwo,17:39,17:58,empathetic,empathetic,hit
8-2WQF3SWwo,2:37,2:47,empathetic,empathetic,hit
8-2WQF3SWwo,9:27,9:56,empathetic,empathetic,hit
907yEkALaAY,0:28,0:51,empathetic,empathetic,hit
907yEkALaAY,15:07,15:33,empathetic,empathetic,hit
907yEkALaAY,15:53,16:13,empathetic,empathetic,hit
907yEkALaAY,2:33,2:47,empathetic,anti-empathetic,near-miss
907yEkALaAY,3:13,3:17,empathetic,neutral,near-miss
9cYeZdKeXsc,0:29,1:00,empathetic,empathetic,hit
9cYeZdKeXsc,1:50,2:03,empathetic,neutral,near-miss
9cYeZdKeXsc,2:03,2:10,empathetic,neutral,near-miss
9cYeZdKeXsc,2:10,2:22,empathetic,empathetic,hit
9cYeZdKeXsc,2:22,2:39,empathetic,neutral,near-miss
9cYeZdKeXsc,2:39,2:51,empathetic,neutral,near-miss
9cYeZdKeXsc,2:51,3:05,empathetic,neutral,near-miss
9cYeZdKeXsc,4:20,4:33,empathetic,neutral,near-miss
AU6uF5sFtwA,10:03,10:22,empathetic,empathetic,hit
AvTHX0Tk_ww,1:03,1:06,empathetic,NO_RESPONSE,miss
AvTHX0Tk_ww,1:32,1:49,empathetic,empathetic,hit
Azt8SRgwBJ8,10:00,10:30,empathetic,anti-empathetic,near-miss
Azt8SRgwBJ8,11:41,12:10,empathetic,empathetic,hit
Azt8SRgwBJ8,14:21,14:25,empathetic,neutral,near-miss
Azt8SRgwBJ8,14:26,14:40,empathetic,empathetic,hit
Azt8SRgwBJ8,14:40,14:47,empathetic,empathetic,hit
Azt8SRgwBJ8,14:56,15:10,empathetic,empathetic,hit
Azt8SRgwBJ8,15:11,15:17,empathetic,neutral,near-miss
Azt8SRgwBJ8,15:45,15:59,empathetic,empathetic,hit
Azt8SRgwBJ8,15:59,16:10,empathetic,anti-empathetic,near-miss
Azt8SRgwBJ8,16:11,16:26,empathetic,empathetic,hit
Azt8SRgwBJ8,17:34,17:50,empathetic,anti-empathetic,near-miss
Azt8SRgwBJ8,4:59,5:09,empathetic,empathetic,hit
Azt8SRgwBJ8,6:20,6:32,empathetic,empathetic,hit
Azt8SRgwBJ8,8:00,8:16,empathetic,neutral,near-miss
BDlBjJkRscg,0:23,0:25,empathetic,NO_RESPONSE,miss
BDlBjJkRscg,0:29,0:31,empathetic,NO_RESPONSE,miss
BDlBjJkRscg,0:35,0:38,empathetic,neutral,near-miss
BDlBjJkRscg,0:40,0:56,empathetic,empathetic,hit
BDlBjJkRscg,1:06,1:07,empathetic,NO_RESPONSE,miss
BDlBjJkRscg,1:10,1:17,empathetic,neutral,near-miss
BDlBjJkRscg,1:48,1:55,empathetic,empathetic,hit
BDlBjJkRscg,2:07,2:14,empathetic,empathetic,hit
BDlBjJkRscg,2:24,2:33,empathetic,empathetic,hit
Bgr6TXWknQQ,0:10,0:14,empathetic,neutral,near-miss
Bgr6TXWknQQ,0:23,0:35,empathetic,empathetic,hit
Bgr6TXWknQQ,0:59,1:17,empathetic,empathetic,hit
Bgr6TXWknQQ,1:28,1:34,empathetic,neutral,near-miss
BjUCF_Z146c,0:05,0:10,empathetic,empathetic,hit
BoEY6KsSJbY,0:10,0:15,empathetic,NO_RESPONSE,miss
BoEY6KsSJbY,0:19,0:28,empathetic,neutral,near-miss
BoEY6KsSJbY,0:28,0:30,empathetic,NO_RESPONSE,miss
BoEY6KsSJbY,0:39,0:50,empathetic,empathetic,hit
BoEY6KsSJbY,0:56,0:58,empathetic,NO_RESPONSE,miss
BoEY6KsSJbY,1:01,1:04,empathetic,neutral,near-miss
BoEY6KsSJbY,1:21,1:23,empathetic,neutral,near-miss
BoEY6KsSJbY,1:24,1:26,empathetic,neutral,near-miss
BoEY6KsSJbY,1:33,1:39,empathetic,empathetic,hit
C0KLb_v50-k,0:48,0:51,empathetic,neutral,near-miss
C0KLb_v50-k,0:51,0:54,empathetic,neutral,near-miss
C0KLb_v50-k,0:59,1:02,empathetic,neutral,near-miss
C0KLb_v50-k,1:53,1:58,empathetic,neutral,near-miss
C0KLb_v50-k,2:09,2:31,empathetic,empathetic,hit
CSwSxWbX5UE,0:13,0:29,anti-empathetic,anti-empathetic,hit
CSwSxWbX5UE,2:34,2:48,anti-empathetic,anti-empathetic,hit
Cu5F2Z9mKmo,0:00,0:25,anti-empathetic,anti-empathetic,hit
Cu5F2Z9mKmo,0:33,0:34,anti-empathetic,neutral,near-miss
Cu5F2Z9mKmo,0:40,0:43,anti-empathetic,NO_RESPONSE,miss
Cu5F2Z9mKmo,0:48,0:51,anti-empathetic,neutral,near-miss
Cu5F2Z9mKmo,0:59,1:02,anti-empathetic,neutral,near-miss
Cu5F2Z9mKmo,1:18,1:20,anti-empathetic,neutral,near-miss
Cu5F2Z9mKmo,1:43,1:45,anti-empathetic,anti-empathetic,hit
Cu5F2Z9mKmo,2:22,2:35,anti-empathetic,empathetic,near-miss
D96J4RS-eDY,0:57,1:08,empathetic,empathetic,hit
DuSdiAwkkrg,0:14,0:26,empathetic,empathetic,hit
DuSdiAwkkrg,0:27,0:36,empathetic,neutral,near-miss
DuSdiAwkkrg,1:43,1:53,empathetic,empathetic,hit
ELC_e2QBQMk,21:12,21:32,empathetic,empathetic,hit
ELC_e2QBQMk,22:17,22:30,empathetic,neutral,near-miss
EaD3ka3KnfQ,0:03,0:18,empathetic,empathetic,hit
EaD3ka3KnfQ,0:36,0:56,empathetic,empathetic,hit
EaD3ka3KnfQ,1:11,1:42,empathetic,neutral,near-miss
EcYzT0OxqVA,1:20,1:34,,neutral,miss
EcYzT0OxqVA,1:48,1:55,,neutral,miss
EcYzT0OxqVA,2:15,2:35,,neutral,miss
EcYzT0OxqVA,3:53,3:57,,neutral,miss
EmJWrU73A18,0:17,0:31,empathetic,empathetic,hit
EmJWrU73A18,1:07,1:10,empathetic,empathetic,hit
EmJWrU73A18,2:17,2:22,empathetic,NO_RESPONSE,miss
EtXi4mCmD5E,0:19,0:44,empathetic,empathetic,hit
EtXi4mCmD5E,0:45,0:57,empathetic,empathetic,hit
Eupw-yTBkQI,2:26,2:40,empathetic,empathetic,hit
Eupw-yTBkQI,2:40,2:44,empathetic,empathetic,hit
Eupw-yTBkQI,3:33,3:36,empathetic,empathetic,hit
Eupw-yTBkQI,7:06,7:17,empathetic,empathetic,hit
Eupw-yTBkQI,9:14,9:25,empathetic,empathetic,hit
FDFdroN7d0w,0:22,0:34,anti-empathetic,empathetic,near-miss
FDFdroN7d0w,0:55,1:01,anti-empathetic,empathetic,near-miss
FHujXUBaWmo,0:05,0:08,empathetic,NO_RESPONSE,miss
FHujXUBaWmo,0:29,0:39,empathetic,neutral,near-miss
FHujXUBaWmo,2:25,2:37,,empathetic,miss
FHujXUBaWmo,4:18,4:22,,neutral,miss
G0yU-YJ6sjY,0:36,0:38,anti-empathetic,neutral,near-miss
G0yU-YJ6sjY,1:18,1:22,anti-empathetic,neutral,near-miss
G0yU-YJ6sjY,1:25,1:29,anti-empathetic,empathetic,near-miss
GQhw9teSyKc,0:29,0:35,empathetic,empathetic,hit
GQhw9teSyKc,0:34,0:43,empathetic,empathetic,hit
GQhw9teSyKc,0:43,1:00,empathetic,empathetic,hit
GQhw9teSyKc,1:00,1:18,empathetic,empathetic,hit
GQhw9teSyKc,1:36,2:04,empathetic,empathetic,hit
GQhw9teSyKc,2:07,2:15,empathetic,empathetic,hit
GwuhQXQSoLs,0:29,0:32,empathetic,neutral,near-miss
GwuhQXQSoLs,0:33,0:37,empathetic,neutral,near-miss
GwuhQXQSoLs,2:09,2:24,empathetic,empathetic,hit
Hu4Pz9PjolI,0:14,0:26,empathetic,empathetic,hit
Hu4Pz9PjolI,4:40,4:44,empathetic,neutral,near-miss
Hu4Pz9PjolI,5:12,5:17,empathetic,empathetic,hit
ITGEGE9v0d0,0:39,0:41,empathetic,neutral,near-miss
ITGEGE9v0d0,1:01,1:14,empathetic,empathetic,hit
ITGEGE9v0d0,2:08,2:12,empathetic,NO_RESPONSE,miss
ITGEGE9v0d0,2:32,2:37,empathetic,empathetic,hit
ITGEGE9v0d0,3:14,3:17,empathetic,neutral,near-miss
IVIoC5ROaHk,16:20,16:27,Both,anti-empathetic,miss
IVIoC5ROaHk,35:33,35:50,Both,empathetic,miss
IVIoC5ROaHk,35:33,36:06,Both,empathetic,miss
IVIoC5ROaHk,35:50,36:25,Both,anti-empathetic,miss
IVIoC5ROaHk,36:06,36:22,Both,neutral,miss
Itp21tly8nM,1:46,1:50,empathetic,empathetic,hit
Itp21tly8nM,2:55,2:58,empathetic,NO_RESPONSE,miss
JGMGXtfAX7U,1:00,1:08,empathetic,empathetic,hit
JGMGXtfAX7U,1:27,1:39,empathetic,empathetic,hit
JGMGXtfAX7U,2:16,2:28,empathetic,empathetic,hit
JstvhNqk3is,0:18,0:30,empathetic,empathetic,hit
JstvhNqk3is,0:30,0:35,empathetic,neutral,near-miss
JstvhNqk3is,1:09,1:16,empathetic,empathetic,hit
JstvhNqk3is,1:24,1:50,empathetic,empathetic,hit
K5AoO1Z6xu4,11:50,12:05,empathetic,neutral,near-miss
K5AoO1Z6xu4,12:06,12:15,empathetic,empathetic,hit
K5AoO1Z6xu4,12:18,12:32,empathetic,empathetic,hit
K5AoO1Z6xu4,12:35,12:47,empathetic,empathetic,hit
K5AoO1Z6xu4,14:53,14:56,empathetic,neutral,near-miss
K5AoO1Z6xu4,16:33,16:35,empathetic,NO_RESPONSE,miss
K5AoO1Z6xu4,2:50,2:55,empathetic,empathetic,hit
K5AoO1Z6xu4,20:58,21:06,empathetic,empathetic,hit
K5AoO1Z6xu4,5:24,5:40,empathetic,empathetic,hit
K5AoO1Z6xu4,8:36,8:37,empathetic,NO_RESPONSE,miss
K5AoO1Z6xu4,9:33,9:38,empathetic,neutral,near-miss
KASve_62AYw,0:09,0:14,empathetic,empathetic,hit
KASve_62AYw,1:05,1:17,empathetic,neutral,near-miss
KASve_62AYw,3:08,3:21,empathetic,empathetic,hit
KDncoRgU648,0:18,0:24,empathetic,empathetic,hit
KDncoRgU648,5:34,5:54,empathetic,empathetic,hit
KDncoRgU648,5:54,6:01,empathetic,empathetic,hit
KGTfYzDNNeg,0:52,0:54,empathetic,neutral,near-miss
KGTfYzDNNeg,0:58,1:05,empathetic,empathetic,hit
KGTfYzDNNeg,1:06,1:21,empathetic,empathetic,hit
KGTfYzDNNeg,1:28,1:59,empathetic,empathetic,hit
LtxiokrYpxw,3:10,3:30,empathetic,empathetic,hit
LvhXmdxqC6o,0:08,0:15,empathetic,empathetic,hit
LvhXmdxqC6o,0:15,0:22,empathetic,empathetic,hit
LvhXmdxqC6o,1:40,2:06,empathetic,empathetic,hit
LvhXmdxqC6o,2:08,2:13,empathetic,empathetic,hit
LvhXmdxqC6o,2:13,2:35,empathetic,neutral,near-miss
LvhXmdxqC6o,4:21,4:28,empathetic,empathetic,hit
LvhXmdxqC6o,4:28,4:35,empathetic,empathetic,hit
LvhXmdxqC6o,4:42,5:03,empathetic,empathetic,hit
MDjfTv1gi2M,0:15,0:23,anti-empathetic,empathetic,near-miss
MDjfTv1gi2M,0:45,1:01,anti-empathetic,anti-empathetic,hit
MKl8s0EO5T4,0:09,0:11,anti-empathetic,NO_RESPONSE,miss
MKl8s0EO5T4,0:14,0:18,anti-empathetic,empathetic,near-miss
MKl8s0EO5T4,0:35,0:40,anti-empathetic,empathetic,near-miss
MKl8s0EO5T4,0:44,0:52,anti-empathetic,neutral,near-miss
Mab-avaKQZo,2:30,2:35,empathetic,empathetic,hit
Mab-avaKQZo,3:11,3:26,empathetic,empathetic,hit
MzoZOq8aCdA,0:54,1:01,empathetic,empathetic,hit
MzoZOq8aCdA,1:23,1:28,empathetic,empathetic,hit
MzoZOq8aCdA,1:44,1:51,empathetic,empathetic,hit
MzoZOq8aCdA,2:11,2:18,empathetic,empathetic,hit
MzoZOq8aCdA,2:19,2:25,empathetic,empathetic,hit
MzoZOq8aCdA,2:57,2:59,empathetic,neutral,near-miss
MzoZOq8aCdA,3:25,3:33,empathetic,neutral,near-miss
MzoZOq8aCdA,3:54,4:00,empathetic,empathetic,hit
MzoZOq8aCdA,5:17,5:22,empathetic,neutral,near-miss
MzoZOq8aCdA,5:22,5:30,empathetic,empathetic,hit
MzoZOq8aCdA,5:37,5:43,empathetic,empathetic,hit
NGEvASSaPyg,0:25,0:40,empathetic,empathetic,hit
NGEvASSaPyg,0:52,1:00,empathetic,empathetic,hit
NGEvASSaPyg,1:53,2:00,empathetic,neutral,near-miss
NGEvASSaPyg,2:04,2:23,empathetic,neutral,near-miss
NGEvASSaPyg,3:26,3:32,empathetic,empathetic,hit
NGEvASSaPyg,7:00,7:10,empathetic,empathetic,hit
NGEvASSaPyg,8:01,8:11,empathetic,empathetic,hit
NGEvASSaPyg,9:52,10:16,empathetic,neutral,near-miss
NJh_5ayj33w,0:07,0:15,anti-empathetic,neutral,near-miss
NJh_5ayj33w,0:15,0:37,anti-empathetic,empathetic,near-miss
NJh_5ayj33w,1:32,1:37,anti-empathetic,anti-empathetic,hit
NJh_5ayj33w,2:04,2:09,anti-empathetic,neutral,near-miss
NJh_5ayj33w,2:14,2:18,anti-empathetic,anti-empathetic,hit
NMpEzpSwy0k,10:10,10:28,empathetic,empathetic,hit
NMpEzpSwy0k,5:30,5:38,empathetic,empathetic,hit
NMpEzpSwy0k,6:04,6:18,empathetic,empathetic,hit
NMpEzpSwy0k,6:31,6:37,empathetic,empathetic,hit
NZyk1NGs248,0:23,0:26,empathetic,neutral,near-miss
NZyk1NGs248,1:41,1:43,empathetic,neutral,near-miss
NZyk1NGs248,10:23,10:27,empathetic,neutral,near-miss
NZyk1NGs248,11:24,11:40,empathetic,empathetic,hit
NZyk1NGs248,12:18,12:28,empathetic,neutral,near-miss
NZyk1NGs248,12:47,12:53,empathetic,neutral,near-miss
NZyk1NGs248,12:57,13:04,empathetic,empathetic,hit
NZyk1NGs248,13:07,13:32,empathetic,empathetic,hit
NZyk1NGs248,14:21,14:23,empathetic,NO_RESPONSE,miss
NZyk1NGs248,14:35,14:40,empathetic,empathetic,hit
NZyk1NGs248,14:46,14:58,empathetic,empathetic,hit
NZyk1NGs248,15:04,15:09,empathetic,empathetic,hit
NZyk1NGs248,15:30,15:37,empathetic,empathetic,hit
NZyk1NGs248,15:39,15:54,empathetic,neutral,near-miss
NZyk1NGs248,19:06,19:25,empathetic,empathetic,hit
NZyk1NGs248,2:24,2:36,empathetic,neutral,near-miss
NZyk1NGs248,2:49,3:20,empathetic,empathetic,hit
NZyk1NGs248,3:38,3:43,empathetic,empathetic,hit
NZyk1NGs248,5:13,5:19,empathetic,neutral,near-miss
NdOafiacgBA,4:49,4:57,empathetic,anti-empathetic,near-miss
NdOafiacgBA,5:26,5:32,empathetic,empathetic,hit
O-6f5wQXSu8,0:00,0:04,empathetic,empathetic,hit
O-6f5wQXSu8,1:09,1:32,empathetic,empathetic,hit
O-6f5wQXSu8,3:16,3:25,empathetic,empathetic,hit
O-6f5wQXSu8,3:26,3:46,empathetic,empathetic,hit
O-6f5wQXSu8,3:51,4:02,empathetic,empathetic,hit
O-6f5wQXSu8,4:05,4:20,empathetic,empathetic,hit
OAZo5VJVZCY,1:52,2:00,empathetic,neutral,near-miss
OFXaUUPCjKE,1:43,1:53,empathetic,empathetic,hit
OFXaUUPCjKE,6:01,6:03,empathetic,neutral,near-miss
OFXaUUPCjKE,7:18,7:23,empathetic,empathetic,hit
OFXaUUPCjKE,9:03,9:08,empathetic,neutral,near-miss
OdRE4b_3Pmo,1:43,2:02,empathetic,empathetic,hit
OdRE4b_3Pmo,14:15,14:39,empathetic,empathetic,hit
OdRE4b_3Pmo,14:43,14:48,empathetic,empathetic,hit
OdRE4b_3Pmo,15:01,15:16,empathetic,empathetic,hit
OdRE4b_3Pmo,15:21,15:29,empathetic,neutral,near-miss
OdRE4b_3Pmo,15:32,15:52,empathetic,empathetic,hit
OdRE4b_3Pmo,17:43,18:07,empathetic,empathetic,hit
OdRE4b_3Pmo,19:05,19:19,empathetic,empathetic,hit
OdRE4b_3Pmo,19:47,19:52,empathetic,NO_RESPONSE,miss
OdRE4b_3Pmo,3:12,3:17,empathetic,neutral,near-miss
OdRE4b_3Pmo,3:39,3:43,empathetic,empathetic,hit
OdRE4b_3Pmo,3:50,3:55,empathetic,neutral,near-miss
OdRE4b_3Pmo,4:54,4:56,empathetic,neutral,near-miss
OdRE4b_3Pmo,7:34,7:36,empathetic,NO_RESPONSE,miss
OdRE4b_3Pmo,8:18,8:48,empathetic,empathetic,hit
OdRE4b_3Pmo,9:13,9:33,empathetic,empathetic,hit
OkFEVtR8tGM,1:43,1:59,anti-empathetic,anti-empathetic,hit
OkFEVtR8tGM,2:14,2:21,anti-empathetic,neutral,near-miss
OkFEVtR8tGM,2:36,2:42,anti-empathetic,anti-empathetic,hit
PeuPLVlhAiM,1:20,1:24,empathetic,empathetic,hit
PeuPLVlhAiM,1:34,1:39,empathetic,empathetic,hit
PeuPLVlhAiM,3:45,3:54,empathetic,empathetic,hit
PeuPLVlhAiM,4:42,4:44,empathetic,empathetic,hit
PeuPLVlhAiM,5:29,5:36,empathetic,empathetic,hit
Pr9ruvxA3K4,1:09,1:36,empathetic,empathetic,hit
Pr9ruvxA3K4,1:48,2:13,empathetic,empathetic,hit
Pt0TIwtpImo,1:37,1:41,empathetic,neutral,near-miss
Pt0TIwtpImo,2:10,2:17,empathetic,neutral,near-miss
Pt0TIwtpImo,6:40,6:42,empathetic,neutral,near-miss
Q0HjcLMVKdU,2:34,2:43,anti-empathetic,neutral,near-miss
Q0HjcLMVKdU,3:09,3:53,anti-empathetic,neutral,near-miss
QNBa3HHjnGA,0:11,0:17,empathetic,neutral,near-miss
QNBa3HHjnGA,3:28,3:31,empathetic,empathetic,hit
QOPFqlFsLMw,2:07,2:13,empathetic,empathetic,hit
QOPFqlFsLMw,3:41,3:46,empathetic,empathetic,hit
QOPFqlFsLMw,4:27,4:36,empathetic,empathetic,hit
QOPFqlFsLMw,5:53,6:02,empathetic,empathetic,hit
QRfTylX46pU,1:44,1:46,empathetic,neutral,near-miss
QRfTylX46pU,1:51,1:54,empathetic,empathetic,hit
QRfTylX46pU,2:17,2:26,empathetic,empathetic,hit
QRfTylX46pU,2:32,2:35,empathetic,neutral,near-miss
QT6FdhKriB8,1:10,1:18,empathetic,empathetic,hit
QT6FdhKriB8,1:23,1:27,empathetic,neutral,near-miss
QT6FdhKriB8,1:33,1:37,empathetic,neutral,near-miss
QT6FdhKriB8,1:40,1:43,empathetic,NO_RESPONSE,miss
QyNOie2qzdk,0:28,0:32,empathetic,empathetic,hit
SzY0L5tA4DU,0:20,0:41,anti-empathetic,empathetic,near-miss
TBIfjBP-3e4,0:03,0:08,anti-empathetic,neutral,near-miss
TBIfjBP-3e4,0:20,0:24,anti-empathetic,neutral,near-miss
TBIfjBP-3e4,0:40,0:46,anti-empathetic,neutral,near-miss
TChRv8m79zs,1:38,1:54,anti-empathetic,neutral,near-miss
TChRv8m79zs,1:57,1:58,anti-empathetic,NO_RESPONSE,miss
